Date,Close,Retorno,Volatilidad_20d,Regimen
2018-01-01,1.200494647026062,,,
2018-01-02,1.2011579275131226,0.0005525059930118204,,
2018-01-03,1.2063454389572144,0.004318758861985739,,
2018-01-04,1.2010425329208374,-0.004395843731925475,,
2018-01-05,1.2068840265274048,0.0048636858782689085,,
2018-01-08,1.2037460803985596,-0.0026000394900196344,,
2018-01-09,1.1970456838607788,-0.0055662873149811,,
2018-01-10,1.1929330825805664,-0.0034356260046385367,,
2018-01-11,1.1956144571304321,0.002247715809897244,,
2018-01-12,1.2042099237442017,0.007189162495073287,,
2018-01-15,1.2192296981811523,0.012472721027119826,,
2018-01-16,1.2268433570861816,0.006244646858903913,,
2018-01-17,1.227129340171814,0.00023310480835259106,,
2018-01-18,1.218397855758667,-0.007115374172313782,,
2018-01-19,1.2236607074737549,0.004319485371886866,,
2018-01-22,1.2255502939224243,0.0015442078323903985,,
2018-01-23,1.2256253957748413,6.128010640571446e-05,,
2018-01-24,1.2310267686843872,0.004407034097177132,,
2018-01-25,1.239111304283142,0.00656731096708385,,
2018-01-26,1.239234209060669,9.918784301454764e-05,,
2018-01-29,1.2428072690963745,0.0028832806660605836,0.07678361282285483,1.0
2018-01-30,1.2381141185760498,-0.0037762496543305435,0.07917512665144659,1.0
2018-01-31,1.2409565448760986,0.002295770848100842,0.07855261208345694,1.0
2018-02-01,1.241865873336792,0.000732764144278919,0.07556304605250881,0.0
2018-02-02,1.2510008811950684,0.007355873169887062,0.07744854612044806,1.0
2018-02-05,1.244694471359253,-0.005041091441751022,0.07974200356873591,1.0
2018-02-06,1.2367818355560303,-0.006357090824531175,0.08073907136343712,1.0
2018-02-07,1.2381294965744019,0.0010896513674667485,0.07852885118236744,1.0
2018-02-08,1.2268133163452148,-0.009139738824166632,0.08767773516108103,1.0
2018-02-09,1.2260762453079224,-0.0006008013016098879,0.08506320102304664,1.0
2018-02-12,1.2252799272537231,-0.0006494849380261902,0.07336141783797018,0.0
2018-02-13,1.2303755283355713,0.004158724034000194,0.07145244351445404,0.0
