Date,Close,Retorno,Volatilidad_20d,Regimen
2018-01-01,13657.2001953125,,,
2018-01-02,14982.099609375,0.0970110560814097,,
2018-01-03,15201.0,0.014610795304552893,,
2018-01-04,15599.2001953125,0.026195657872015055,,
2018-01-05,17429.5,0.11733292616101543,,
2018-01-06,17527.0,0.005593964256002781,,
2018-01-07,16477.599609375,-0.05987336056512804,,
2018-01-08,15170.099609375,-0.07935014996092593,,
2018-01-09,14595.400390625,-0.03788368129071751,,
2018-01-10,14973.2998046875,0.025891678470515656,,
2018-01-11,13405.7998046875,-0.10468634305373903,,
2018-01-12,13980.599609375,0.042876949757709726,,
2018-01-13,14360.2001953125,0.02715195317395036,,
2018-01-14,13772.0,-0.04096044534981502,,
2018-01-15,13819.7998046875,0.0034707961579654167,,
2018-01-16,11490.5,-0.16854801354629112,,
2018-01-17,11188.599609375,-0.02627391241677912,,
2018-01-18,11474.900390625,0.02558861620270214,,
2018-01-19,11607.400390625,0.01154694119247024,,
2018-01-20,12899.2001953125,0.11129105236439107,,
2018-01-21,11600.099609375,-0.10071171594108497,1.1695655677076597,Alta
2018-01-22,10931.400390625,-0.05764598936801968,1.1174825079014121,Alta
2018-01-23,10868.400390625,-0.005763214020962026,1.1130843707478277,Alta
2018-01-24,11359.400390625,0.04517684133384825,1.124212924619265,Alta
2018-01-25,11259.400390625,-0.008803281560753051,1.013545343912451,Alta
2018-01-26,11171.400390625,-0.007815691506385392,1.010237469778994,Alta
2018-01-27,11440.7001953125,0.024106181433931617,1.0105494096606487,Alta
2018-01-28,11786.2998046875,0.03020790716258781,0.9942514861328808,Alta
2018-01-29,11296.400390625,-0.041565158037780714,0.9956767860268108,Alta
2018-01-30,10106.2998046875,-0.10535219581320587,1.0395964749116173,Alta
2018-01-31,10221.099609375,0.011359232053877344,0.9907324269738288,Alta
2018-02-01,9170.5400390625,-0.1027834196380305,1.0191431015184067,Alta
2018-02-02,8830.75,-0.037052347802326024,1.0061330924179976,Alta
2018-02-03,9174.91015625,0.03897292486481896,1.0259936345367264,Alta
2018-02-04,8277.009765625,-0.09786476110758924,1.060309556260488,Alta
2018-02-05,6955.27001953125,-0.15968807377551097,1.044538747489235,Alta
2018-02-06,7754.0,0.11483809805022926,1.152565876225809,Alta
2018-02-07,7621.2998046875,-0.01711377293171268,1.1422480587083423,Alta
2018-02-08,8265.58984375,0.08453807822469184,1.195220137867468,Alta
2018-02-09,8736.98046875,0.057030488314931294,1.1336633302218986,Alta
